datetime,PM2.5,PM10,NO2,SO2,CO,O3
2013-03-31,104.62567204301075,128.71768593189964,67.313490625,38.285982347670256,1420.1102150537633,56.38758951612903
2013-04-30,62.086226851851855,95.82881944444445,46.17532849537037,20.614505833333332,902.8832175925926,61.34864405092593
2013-05-31,80.89000896057348,129.80835573476702,50.22268441980287,24.939006093189963,983.0237455197133,83.67141987007169
2013-06-30,101.23605324074074,115.83501157407407,48.160256377314816,13.62515851851852,1332.9077546296296,74.45313645833333
2013-07-31,67.38160842293907,76.55824372759857,39.61315302419355,7.410275268817204,932.2349910394265,78.63454639336918
2013-08-31,60.59464605734767,77.60696684587813,39.60526481854839,6.9157845878136195,874.2495519713261,81.50189697580645
2013-09-30,76.06435185185185,96.45787037037037,51.649678182870375,10.210069074074074,1138.1869212962963,48.09348162037037
2013-10-31,91.65871415770609,112.80309139784946,63.36216850358422,15.611475,1155.3763440860216,29.9411145609319
2013-11-30,73.85763888888889,96.27916666666667,56.26525839120371,21.817884444444445,1283.599537037037,29.237877037037038
2013-12-31,78.33467741935483,96.34195788530467,60.468719601254485,38.264938261648744,1567.7195340501792,24.094690927419354
2014-01-31,97.14975358422939,122.37572804659499,65.62208781362007,52.52273745519713,1916.6106630824372,24.28953853046595
2014-02-28,144.36507936507937,148.6124751984127,64.7077132936508,52.809647817460316,2011.545138888889,28.784474206349206
2014-03-31,94.92103494623656,135.85114247311827,63.25224014336918,34.615031362007166,1385.103046594982,47.679883512544805
2014-04-30,89.72407407407407,142.11689814814815,57.092592592592595,16.794560185185187,925.5208333333334,69.37685185185185
2014-05-31,61.46470654121864,116.13483422939069,46.223431899641575,13.720967741935484,836.8951612903226,88.5817876344086
2014-06-30,54.582060185185185,74.37974537037037,39.878935185185185,6.229398148148148,801.3425925925926,98.95277777777778
2014-07-31,89.10061603942653,109.5391129032258,37.94195788530466,6.559408602150538,931.3060035842294,101.24969758064516
2014-08-31,63.055913978494615,85.54102822580646,42.12155017921147,5.391028225806451,843.7612007168459,96.21038306451614
2014-09-30,66.00435185185185,90.42738425925926,48.59407407407407,6.6927662037037035,990.7638888888889,55.186643518518515
2014-10-31,117.16274641577061,144.18783602150538,68.49383960573476,8.653673835125447,1303.31541218638,28.143145161290324
2014-11-30,86.48637731481482,124.53988425925927,65.22697916666667,16.302523148148147,1560.335648148148,22.861238425925926
2014-12-31,57.318413978494625,92.9055667562724,52.061435931899645,26.444007616487458,1488.799283154122,29.739583333333332
2015-01-31,95.86418010752688,113.65263216845878,66.00948700716846,34.07983870967742,1898.5663082437277,23.723924731182798
2015-02-28,92.89175347222222,119.73637152777778,51.03519345238095,26.41545138888889,1452.2693452380952,39.18843005952381
2015-03-31,86.03173163082438,143.85535394265233,53.50535394265233,20.5264896953405,1185.013440860215,50.723409498207886
2015-04-30,70.75842592592593,113.99045138888889,43.09261574074074,9.259826388888888,760.3356481481482,76.78925925925925
2015-05-31,55.44865591397849,95.37719534050179,37.37946908602151,8.681675627240143,723.3870967741935,95.97284946236559
2015-06-30,60.77668981481481,80.41738425925925,35.09143518518518,6.666898148148148,1051.7939814814815,92.84694444444445
2015-07-31,60.99551971326165,75.48334453405019,34.49641577060932,4.819780465949821,815.3225806451613,102.3054435483871
2015-08-31,44.42260304659498,65.02665770609319,30.098678315412187,3.6272401433691757,778.9426523297491,93.06014784946237
2015-09-30,49.04849537037037,63.29826388888889,40.653819444444444,4.883796296296296,806.4004629629629,58.97453703703704
2015-10-31,71.17327508960574,90.51131272401433,52.099574372759854,5.902217741935484,945.3965053763441,39.55454749103943
2015-11-30,113.9798611111111,120.09236111111112,59.42337962962963,11.689583333333333,1908.7152777777778,15.27337962962963
2015-12-31,148.77452956989248,158.94802867383513,73.95060483870968,19.22155017921147,2702.1617383512544,17.681787634408604
2016-01-31,66.8431899641577,82.60775089605735,50.61290322580645,19.777217741935484,1558.2213261648747,30.34935035842294
2016-02-29,42.93582375478927,56.56094348659004,33.69204980842912,14.552681992337165,884.470785440613,48.59794061302682
2016-03-31,91.20295698924731,133.46023745519713,55.08109318996416,17.477150537634408,1203.50582437276,48.857190860215056
2016-04-30,66.60555555555555,113.40127314814815,42.06446759259259,9.708101851851852,780.1620370370371,70.97476851851852
2016-05-31,53.71012544802868,84.64896953405018,36.38620071684588,8.046818996415771,661.3239247311828,94.18346774193549
2016-06-30,58.43564814814815,76.015625,34.52847222222222,5.0003472222222225,744.675925925926,106.78796296296296
2016-07-31,67.63362455197132,76.77486559139786,31.95676523297491,3.543906810035842,891.0282258064516,91.8130600358423
2016-08-31,45.90389784946237,58.253024193548384,33.14359318996416,2.9030017921146953,816.7002688172043,78.3225806451613
2016-09-30,54.16840277777778,68.66365740740741,41.231828703703705,3.5253472222222224,762.1412037037037,56.29398148148148
2016-10-31,83.32123655913979,100.64684139784946,53.35058243727599,4.344086021505376,1124.7871863799282,24.195004480286737
2016-11-30,97.32962962962964,130.27372685185185,65.5355324074074,11.11273148148148,1750.8217592592594,16.89872685185185
2016-12-31,128.56048387096774,149.5040322580645,77.37007168458781,16.98241487455197,2392.842741935484,18.089941756272403
2017-01-31,113.02665770609319,133.15479390681003,63.079861111111114,18.499439964157705,1972.9054659498208,33.9635976702509
2017-02-28,68.91145833333333,85.89868551587301,50.51103670634921,17.397321428571427,1148.3506944444443,46.673611111111114
